Resistance-Type;Gene	DSgene	Sample	Abundance
Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090170	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR13554773	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR13554773	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281033	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281033	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638366	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638366	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844738	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844738	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512249	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512249	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11614988	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11614988	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546454	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546454	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090166	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090166	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6213120	32

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6213120	32

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6212576	31

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6212576	31

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512246	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512246	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6211631	22

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6211631	22

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281028	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281028	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844736	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844736	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638365	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638365	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844784	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844784	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8797414	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8797414	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512245	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8512245	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR9644741	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR9644741	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11614986	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11614986	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR9644742	6

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR9644742	6

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR4388077	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR4388077	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281026	3

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281026	3

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR10992210	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR10992210	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546450	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546450	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281040	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281040	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281022	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281022	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090174	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090174	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR4388699	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR4388699	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11844739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR4388080	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR4388080	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281021	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281021	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281041	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281041	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546456	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR3546456	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR12918151	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR12918151	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090169	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2090169	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6208705	6

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6208705	6

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281038	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281038	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8797413	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR8797413	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281039	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	ERR3281039	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6209370	58

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR6209370	58

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11600163	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_4_AF498082	SRR11600163	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR12666050	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638368	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281031	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2090164	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546451	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546457	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR12926096	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281037	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11600161	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR7912025	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281023	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638364	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281036	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281032	6

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281030	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR10992209	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512247	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281024	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11600162	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6213089	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281027	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638369	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6231011	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR13554778	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546449	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8797411	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546452	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512248	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR4389122	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8797412	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281034	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281035	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR13554775	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281029	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844737	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR13662870	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR12918152	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6213885	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638367	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR4389352	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512250	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844785	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR9644739	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR2191546	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR9644740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512251	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546453	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR10419845	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2090170	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR13554773	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281033	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638366	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844738	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512249	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11614988	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546454	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2090166	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6213120	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6212576	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512246	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6211631	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281028	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844736	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638365	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844784	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8797414	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8512245	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR9644741	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11614986	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR9644742	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR4388077	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281026	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR10992210	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546450	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281040	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281022	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2090174	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR4388699	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11844739	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR4388080	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281021	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281041	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR3546456	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281025	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR12918151	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2090169	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6208705	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281038	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR8797413	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR2638363	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	ERR3281039	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR6209370	0

Beta-Lactam Resistance;blaTEM	 blaTEM-128_1_AY368237	SRR11600163	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR12666050	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638368	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281031	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2090164	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546451	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546457	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR12926096	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281037	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11600161	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR7912025	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281023	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638364	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281036	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281032	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281030	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR10992209	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512247	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281024	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11600162	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6213089	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281027	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638369	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6231011	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR13554778	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546449	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8797411	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546452	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512248	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR4389122	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8797412	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281034	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281035	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR13554775	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281029	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844737	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR13662870	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR12918152	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6213885	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638367	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR4389352	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512250	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844785	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR9644739	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR2191546	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR9644740	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512251	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546453	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR10419845	1

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2090170	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR13554773	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281033	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638366	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844738	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844740	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512249	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11614988	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546454	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2090166	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6213120	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6212576	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512246	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6211631	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281028	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844736	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638365	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844784	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8797414	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8512245	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR9644741	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11614986	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR9644742	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR4388077	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281026	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR10992210	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546450	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281040	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281022	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2090174	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR4388699	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11844739	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR4388080	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281021	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281041	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR3546456	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281025	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR12918151	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2090169	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6208705	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281038	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR8797413	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638370	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR2638363	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	ERR3281039	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR6209370	0

Colistin Resistance;mcr-5	 mcr-5.1_1_KY807921	SRR11600163	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR12666050	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR2638368	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281031	5

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR2090164	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR3546451	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR3546457	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR12926096	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281037	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR11600161	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR7912025	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281023	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR2638364	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281036	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281032	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281030	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR10992209	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR8512247	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281024	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR11600162	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR6213089	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281027	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR2638369	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR6231011	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR13554778	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR3546449	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR8797411	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR3546452	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR8512248	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR4389122	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR8797412	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281034	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281035	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR13554775	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	ERR3281029	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR11844737	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR13662870	0

Aminoglycoside Resistance;aadD	 aadD_2_M19465	SRR12918152	0

